time,relativehumidity,dewpointtemperature,precipitation,sunshinetime,felttemperature,ghi_backwards,pictocode,snowfraction,isdaylight,highclouds,cape,referenceevapotranspiration_fao,gust,winddirection,liftedindex,windspeed,precipitation_spread,totalcloudcover,windspeed_spread,visibility,skintemperature,precipitation_probability,evapotranspiration,totalcloudcover_spread,uvindex,lowclouds,temperature,midclouds,sealevelpressure,temperature_spread,extraterrestrialradiation_backwards
2026-03-09 00:00:00.000,61,2.25,0.0,47,6.9,335.0,4,0.0,1,5,15,0.14,3.05,226,16.18,0.96,0.0,19,0.36,17630,12.31,0,0.06,10,1,19,9.33,19,1024,0.16,513.67
2026-03-09 01:00:00.000,55,1.89,0.0,22,7.47,546.0,8,0.0,1,37,16,0.25,4.42,258,15.29,1.4,0.0,58,0.39,17630,13.84,0,0.08,13,1,55,10.27,58,1024,0.18,751.44
2026-03-09 02:00:00.000,52,1.52,0.0,5,8.19,668.63,21,0.0,1,79,17,0.31,5.38,274,14.17,1.95,0.0,85,0.43,18030,14.66,0,0.1,17,2,57,10.74,85,1024,0.21,933.83
2026-03-09 03:00:00.000,50,1.18,0.0,0,8.18,701.79,22,0.0,1,100,19,0.33,6.2,302,14.19,2.44,0.0,100,0.5,18420,14.18,0,0.11,19,4,46,10.98,100,1024,0.25,1048.43
2026-03-09 04:00:00.000,49,0.82,0.0,0,7.37,634.46,22,0.0,1,79,14,0.31,7.08,312,14.07,2.89,0.0,99,0.59,19830,16.71,0,0.14,14,4,41,10.93,99,1023,0.3,1087.43
2026-03-09 05:00:00.000,48,0.54,0.0,22,6.5,528.57,8,0.0,1,38,13,0.26,7.69,316,13.96,3.25,0.0,59,0.7,20420,17.33,0,0.16,8,4,32,10.82,59,1023,0.36,1048.21
2026-03-09 06:00:00.000,48,0.21,0.0,43,6.14,570.39,4,0.0,1,7,12,0.27,7.65,316,13.04,3.43,0.0,26,0.78,20820,16.0,0,0.15,5,3,26,10.53,1,1022,0.4,933.43
2026-03-09 07:00:00.000,49,-0.09,0.0,36,5.53,485.35,4,0.0,1,0,13,0.23,7.7,315,13.03,3.49,0.0,36,0.81,22420,13.91,0,0.13,9,2,36,10.11,1,1023,0.42,750.95
2026-03-09 08:00:00.000,50,-0.32,0.0,26,5.02,257.9,7,0.0,1,0,20,0.14,7.41,315,12.34,3.26,0.0,52,0.83,22620,10.99,0,0.1,16,1,52,9.48,27,1023,0.42,513.22
2026-03-09 09:00:00.000,51,-0.59,0.0,25,4.46,67.97,7,0.0,1,0,28,0.07,6.9,312,11.34,2.95,0.0,54,0.85,21030,6.97,0,0.05,22,0,54,8.74,47,1023,0.44,236.46
2026-03-09 10:00:00.000,53,-0.74,0.0,11,4.03,2.61,7,0.0,0,0,40,0.06,6.28,301,10.3,2.59,0.0,46,0.86,18230,3.97,0,0.01,21,0,46,8.08,38,1023,0.5,31.65
2026-03-09 11:00:00.000,55,-0.71,0.0,0,3.74,0.0,4,0.0,0,0,63,0.03,5.34,300,9.96,2.21,0.01,38,0.86,17710,3.9,0,0.0,18,0,38,7.52,21,1024,0.57,0.0
2026-03-09 12:00:00.000,58,-0.57,0.0,0,3.48,0.0,4,0.0,0,0,66,0.02,5.2,326,9.96,1.94,0.01,39,0.86,19110,3.48,0,0.0,16,0,39,7.05,29,1024,0.61,0.0
2026-03-09 13:00:00.000,60,-0.38,0.0,0,3.14,0.0,7,0.0,0,0,89,0.02,6.86,335,9.4,1.93,0.02,54,0.83,20070,6.42,0,0.0,17,0,54,6.67,47,1024,0.61,0.0
2026-03-09 14:00:00.000,63,-0.15,0.0,0,2.61,0.0,7,0.0,0,0,120,0.02,8.16,352,9.17,2.28,0.04,51,0.8,19480,7.42,19,0.02,19,0,51,6.35,46,1024,0.58,0.0
2026-03-09 15:00:00.000,66,0.24,0.0,0,2.16,0.0,7,0.0,0,0,119,0.02,6.6,5,10.67,2.58,0.05,61,0.78,18480,6.32,19,0.03,20,0,61,6.06,34,1024,0.55,0.0
2026-03-09 16:00:00.000,68,0.5,0.0,0,1.91,0.0,7,0.0,0,0,108,0.02,6.81,9,11.27,2.74,0.07,51,0.8,16090,6.0,20,0.02,17,0,51,5.87,6,1024,0.53,0.0
2026-03-09 17:00:00.000,70,0.72,0.0,0,1.62,0.0,7,0.0,0,0,98,0.02,7.26,4,11.6,2.88,0.08,55,0.83,15090,5.97,39,0.02,12,0,55,5.65,6,1024,0.51,0.0
2026-03-09 18:00:00.000,72,0.95,0.0,0,1.44,0.0,7,0.0,0,0,86,0.02,7.35,3,11.5,2.96,0.09,63,0.86,15490,5.9,31,0.02,10,0,63,5.49,12,1024,0.5,0.0
2026-03-09 19:00:00.000,74,1.21,0.0,0,1.35,0.0,7,0.0,0,0,77,0.01,7.12,10,11.1,2.86,0.08,60,0.89,15890,5.77,31,0.02,11,0,60,5.29,5,1024,0.49,0.0
2026-03-09 20:00:00.000,77,1.4,0.0,0,1.28,0.0,7,0.0,0,0,72,0.01,6.54,30,10.67,2.7,0.07,64,0.92,16080,5.75,13,0.02,13,0,64,5.08,1,1025,0.49,0.0
2026-03-09 21:00:00.000,77,1.54,0.0,0,1.49,0.0,7,0.0,0,0,70,0.01,6.05,48,10.87,2.56,0.06,69,0.94,15880,5.66,13,0.02,16,0,69,5.16,4,1025,0.52,0.0
2026-03-09 22:00:00.000,73,1.47,0.0,4,2.26,3.25,7,0.0,1,0,72,0.03,6.32,55,11.18,2.4,0.05,74,0.96,16440,6.28,4,0.02,15,0,74,5.84,7,1025,0.61,34.86
2026-03-09 23:00:00.000,66,1.24,0.0,14,3.48,75.19,7,0.0,1,0,71,0.05,6.74,68,11.4,2.3,0.04,71,0.97,17840,8.05,2,0.04,15,0,71,7.01,0,1026,0.72,243.17
2026-03-10 00:00:00.000,59,0.86,0.0,15,4.59,220.34,7,0.0,1,0,72,0.11,7.55,73,11.51,2.32,0.03,70,0.94,18220,9.67,1,0.05,16,0,70,8.2,4,1026,0.8,519.99
2026-03-10 01:00:00.000,54,0.38,0.0,22,5.27,374.33,7,0.0,1,0,65,0.18,6.64,64,11.78,2.46,0.03,59,0.85,18430,10.82,1,0.07,20,1,59,9.05,0,1026,0.8,757.55
2026-03-10 02:00:00.000,50,-0.01,0.0,28,5.73,489.17,7,0.0,1,0,55,0.24,6.57,52,11.78,2.67,0.04,48,0.73,19030,12.0,1,0.09,26,2,48,9.73,0,1026,0.77,939.68
2026-03-10 03:00:00.000,47,-0.38,0.0,24,6.47,622.83,7,0.0,1,0,54,0.29,6.55,42,11.58,2.8,0.04,55,0.64,20430,16.71,1,0.15,30,3,55,10.22,0,1026,0.74,1053.97
2026-03-10 04:00:00.000,45,-0.75,0.0,24,6.69,626.29,7,0.0,1,0,40,0.3,6.34,35,11.36,2.83,0.03,55,0.64,20430,17.03,1,0.16,29,3,55,10.5,0,1025,0.74,1092.65
2026-03-10 05:00:00.000,44,-1.02,0.0,27,6.4,533.57,7,0.0,1,0,25,0.27,6.28,29,11.36,2.79,0.02,51,0.69,21230,16.5,0,0.16,27,3,51,10.64,0,1025,0.75,1053.09
2026-03-10 06:00:00.000,43,-1.28,0.0,35,6.31,473.21,4,0.0,1,0,14,0.24,6.15,26,11.3,2.72,0.01,38,0.72,21030,15.26,0,0.15,24,4,38,10.53,0,1024,0.74,938.02
2026-03-10 07:00:00.000,44,-1.51,0.0,43,5.94,395.62,5,0.0,1,11,12,0.2,6.02,29,11.24,2.59,0.01,25,0.69,21230,13.35,0,0.12,19,2,25,10.1,0,1024,0.7,755.28
2026-03-10 08:00:00.000,46,-1.64,0.0,52,5.25,272.98,5,0.0,1,27,11,0.14,5.78,32,11.37,2.4,0.0,11,0.63,21630,10.5,0,0.09,13,1,11,9.3,0,1024,0.64,517.36
2026-03-10 09:00:00.000,48,-1.78,0.0,51,4.45,101.53,2,0.0,1,43,11,0.07,5.2,41,11.6,2.12,0.0,13,0.57,21830,6.34,0,0.05,9,0,1,8.32,0,1025,0.59,240.48
2026-03-10 10:00:00.000,51,-1.77,0.0,19,3.74,3.55,3,0.0,0,60,9,0.05,4.48,54,12.12,1.88,0.0,18,0.47,21220,3.1,0,0.01,7,0,0,7.44,0,1025,0.56,33.66
2026-03-10 11:00:00.000,54,-1.72,0.0,0,3.1,0.0,3,0.0,0,76,9,0.02,3.89,71,12.72,1.75,0.0,22,0.36,23470,2.23,0,0.0,8,0,0,6.7,0,1025,0.54,0.0
2026-03-10 12:00:00.000,57,-1.73,0.0,0,2.47,0.0,3,0.0,0,88,8,0.01,3.2,84,13.51,1.58,0.0,26,0.28,24100,1.4,0,0.0,9,0,1,5.95,0,1025,0.53,0.0
2026-03-10 13:00:00.000,60,-1.79,0.0,0,1.91,0.0,3,0.0,0,97,6,0.01,3.01,95,13.96,1.4,0.0,29,0.26,23890,0.35,0,0.0,8,0,2,5.28,0,1025,0.53,0.0
2026-03-10 14:00:00.000,62,-1.85,0.0,0,1.46,0.0,6,0.0,0,100,4,0.01,2.72,100,14.14,1.18,0.0,30,0.28,23880,-1.76,0,0.0,8,0,12,4.69,0,1025,0.54,0.0
2026-03-10 15:00:00.000,62,-2.03,0.0,0,1.27,0.0,6,0.0,0,95,4,0.0,2.6,109,14.14,1.01,0.0,28,0.28,24280,-2.11,7,0.0,8,0,9,4.4,22,1025,0.55,0.0
2026-03-10 16:00:00.000,62,-2.19,0.0,0,1.14,0.0,3,0.0,0,67,2,0.0,2.67,119,14.06,0.91,0.0,20,0.26,25070,-2.24,0,0.0,6,0,3,4.22,3,1025,0.55,0.0
2026-03-10 17:00:00.000,63,-2.24,0.0,0,1.04,0.0,5,0.0,0,28,1,0.0,2.76,126,13.8,0.84,0.0,30,0.23,25480,-2.15,0,0.0,4,0,2,4.07,30,1024,0.55,0.0
2026-03-10 18:00:00.000,64,-2.17,0.0,0,0.94,0.0,7,0.0,0,0,1,0.0,2.95,129,13.33,0.8,0.0,48,0.22,24280,-1.86,0,0.0,4,0,3,3.94,48,1024,0.55,0.0
2026-03-10 19:00:00.000,65,-2.07,0.0,0,0.76,0.0,4,0.0,0,0,1,0.0,3.14,123,12.99,0.84,0.0,24,0.23,19090,-1.37,0,0.0,5,0,2,3.77,24,1024,0.54,0.0
2026-03-10 20:00:00.000,66,-1.96,0.0,0,0.61,0.0,1,0.0,0,0,0,0.0,3.13,121,13.02,0.85,0.0,4,0.24,13680,-1.4,0,0.0,8,0,3,3.62,4,1024,0.53,0.0
2026-03-10 21:00:00.000,66,-1.8,0.0,0,0.8,0.0,1,0.0,0,0,0,0.0,3.35,116,12.93,0.88,0.0,6,0.28,12270,-1.51,0,0.0,11,0,6,3.8,0,1024,0.52,0.0
2026-03-10 22:00:00.000,61,-1.86,0.0,23,1.88,5.85,1,0.0,1,0,0,0.02,3.31,120,12.89,0.83,0.0,8,0.34,11440,0.58,0,0.0,13,0,8,4.86,0,1025,0.51,38.11
2026-03-10 23:00:00.000,54,-2.12,0.0,55,3.58,127.51,1,0.0,1,0,0,0.05,3.79,125,12.42,0.7,0.0,6,0.42,12640,7.0,0,0.02,16,0,6,6.5,0,1025,0.49,249.59
2026-03-11 00:00:00.000,46,-2.56,0.0,56,5.24,336.91,1,0.0,1,0,1,0.14,4.3,105,11.88,0.68,0.0,5,0.5,19440,11.08,0,0.06,19,1,5,8.21,0,1025,0.49,526.27
2026-03-11 01:00:00.000,41,-3.06,0.0,53,6.41,538.47,1,0.0,1,0,1,0.24,4.33,70,11.56,0.76,0.0,9,0.57,25840,14.37,0,0.1,21,2,9,9.5,0,1025,0.51,763.61
2026-03-11 02:00:00.000,37,-3.46,0.0,54,8.17,696.73,1,0.0,1,0,3,0.33,4.38,47,11.44,0.93,0.0,9,0.64,32840,16.44,0,0.14,22,3,9,10.49,0,1025,0.54,945.47
2026-03-11 03:00:00.000,35,-3.63,0.0,54,9.25,788.19,1,0.0,1,0,6,0.38,4.2,39,11.27,1.16,0.0,9,0.71,37030,17.79,0,0.17,24,4,9,11.19,0,1025,0.58,1059.45
2026-03-11 04:00:00.000,34,-3.62,0.0,53,9.48,789.04,5,0.0,1,21,4,0.39,4.59,22,10.99,1.39,0.0,10,0.8,37230,17.89,0,0.18,24,5,10,11.61,0,1024,0.66,1097.8
2026-03-11 05:00:00.000,34,-3.3,0.0,50,9.22,733.47,2,0.0,1,49,4,0.37,5.36,12,10.27,1.64,0.0,14,0.89,36830,17.24,0,0.18,24,4,4,11.86,3,1023,0.75,1057.92
2026-03-11 06:00:00.000,35,-2.95,0.0,47,8.36,611.7,3,0.0,1,63,4,0.31,6.0,14,9.53,1.86,0.0,18,0.92,35230,15.62,0,0.16,26,3,5,11.84,8,1023,0.8,942.55
2026-03-11 07:00:00.000,37,-2.55,0.0,50,7.63,463.83,2,0.0,1,49,2,0.24,6.24,18,8.73,1.92,0.0,14,0.87,32030,13.17,0,0.14,30,2,6,11.46,2,1023,0.77,759.57
2026-03-11 08:00:00.000,40,-2.21,0.0,54,6.89,279.05,2,0.0,1,21,2,0.15,6.12,24,8.16,1.86,0.0,9,0.75,29030,10.18,0,0.1,36,1,9,10.64,0,1023,0.71,521.46
2026-03-11 09:00:00.000,43,-2.09,0.0,58,6.03,100.1,1,0.0,1,0,2,0.07,5.35,32,7.99,1.64,0.0,2,0.64,26030,6.19,0,0.06,39,0,2,9.61,0,1023,0.65,244.48
2026-03-11 10:00:00.000,47,-1.99,0.0,23,5.23,4.97,1,0.0,0,0,2,0.04,4.25,43,7.94,1.41,0.0,4,0.53,22830,3.56,0,0.02,34,0,4,8.63,0,1023,0.62,35.65
2026-03-11 11:00:00.000,50,-1.88,0.0,0,4.55,0.0,1,0.0,0,0,2,0.01,3.96,60,8.1,1.28,0.0,3,0.42,22900,2.64,0,0.01,27,0,3,7.85,0,1024,0.59,0.0
2026-03-11 12:00:00.000,52,-1.94,0.0,0,3.9,0.0,1,0.0,0,0,3,0.01,3.8,81,8.07,1.15,0.0,0,0.36,24090,1.84,0,0.0,23,0,0,7.11,0,1024,0.58,0.0
2026-03-11 13:00:00.000,54,-2.06,0.0,0,3.35,0.0,1,0.0,0,0,2,0.01,3.38,102,7.77,1.04,0.0,2,0.36,27280,1.12,0,0.0,26,0,0,6.5,2,1024,0.59,0.0
2026-03-11 14:00:00.000,56,-2.09,0.0,0,2.85,0.0,1,0.0,0,0,1,0.01,3.39,116,7.83,0.98,0.0,0,0.39,32100,0.1,0,0.0,33,0,0,5.97,0,1024,0.61,0.0
2026-03-11 15:00:00.000,57,-2.17,0.0,0,2.6,0.0,1,0.0,0,0,1,0.0,3.3,127,7.86,0.89,0.0,5,0.42,33300,-1.89,0,0.0,38,0,1,5.66,5,1024,0.64,0.0
2026-03-11 16:00:00.000,57,-2.29,0.0,0,2.46,0.0,4,0.0,0,0,1,0.0,3.48,132,8.16,0.84,0.0,14,0.43,30500,-2.09,0,0.0,37,0,1,5.5,14,1023,0.68,0.0
2026-03-11 17:00:00.000,57,-2.26,0.0,0,2.34,0.0,4,0.0,0,0,1,0.0,3.6,132,8.59,0.78,0.0,10,0.44,26300,-2.11,0,0.0,35,0,1,5.34,10,1023,0.72,0.0
2026-03-11 18:00:00.000,59,-2.13,0.0,0,2.2,0.0,1,0.0,0,0,1,0.0,3.2,140,8.63,0.78,0.0,10,0.45,23290,-1.76,0,0.0,34,0,0,5.18,10,1023,0.75,0.0
2026-03-11 19:00:00.000,61,-1.97,0.0,0,1.96,0.0,4,0.0,0,0,0,0.0,2.58,129,8.88,0.75,0.0,10,0.44,21900,-1.55,0,0.0,35,0,0,4.9,10,1023,0.77,0.0
2026-03-11 20:00:00.000,63,-1.75,0.0,0,1.57,0.0,4,0.0,0,0,1,0.0,3.29,130,8.94,0.86,0.0,10,0.43,21490,-1.41,0,0.0,37,0,0,4.56,10,1023,0.78,0.0
2026-03-11 21:00:00.000,65,-1.34,0.0,0,1.54,0.0,1,0.0,0,0,1,0.0,3.45,130,8.9,0.97,0.0,1,0.45,19640,-1.4,0,0.0,38,0,0,4.55,1,1023,0.77,0.0
2026-03-11 22:00:00.000,62,-1.1,0.0,24,2.38,7.11,1,0.0,1,0,1,0.02,3.64,131,8.82,1.04,0.0,9,0.5,17040,2.87,0,0.0,35,0,0,5.4,9,1023,0.71,41.39
2026-03-11 23:00:00.000,57,-1.0,0.0,45,3.86,128.46,4,0.0,1,0,1,0.05,4.13,125,8.83,1.1,0.0,23,0.59,17640,8.66,0,0.04,32,0,0,6.91,23,1024,0.62,256.08
2026-03-12 00:00:00.000,50,-1.08,0.0,48,5.37,339.17,4,0.0,1,0,2,0.15,4.65,111,8.72,1.34,0.0,18,0.67,20630,12.35,0,0.07,30,0,0,8.6,18,1024,0.56,532.59
2026-03-12 01:00:00.000,44,-1.35,0.0,58,6.48,513.02,1,0.0,1,0,9,0.24,5.18,71,7.82,1.81,0.0,2,0.76,23630,15.34,0,0.11,30,1,0,10.07,2,1024,0.57,769.71
2026-03-12 02:00:00.000,40,-1.64,0.0,59,8.07,675.03,1,0.0,1,0,16,0.33,6.13,43,7.18,2.39,0.0,1,0.87,25820,17.52,0,0.14,32,3,0,11.41,1,1023,0.61,951.27
2026-03-12 03:00:00.000,37,-1.81,0.0,60,9.21,788.9,1,0.0,1,0,23,0.39,7.1,31,6.9,2.99,0.0,0,0.99,28820,18.17,0,0.16,34,4,0,12.41,0,1023,0.64,1064.92
2026-03-12 04:00:00.000,36,-1.81,0.0,59,9.37,816.58,1,0.0,1,0,44,0.41,8.16,26,6.97,3.52,0.01,0,1.13,27220,17.83,0,0.17,32,4,0,12.85,0,1023,0.66,1102.92
2026-03-12 05:00:00.000,36,-1.51,0.0,59,8.93,781.48,1,0.0,1,0,68,0.39,8.99,24,6.38,3.98,0.03,0,1.27,22020,17.06,1,0.17,30,4,0,12.91,0,1022,0.67,1062.71
2026-03-12 06:00:00.000,38,-1.04,0.0,59,7.99,682.98,1,0.0,1,0,94,0.34,9.15,23,5.9,4.3,0.05,0,1.36,21420,16.17,1,0.15,28,4,0,12.63,0,1022,0.68,947.03
2026-03-12 07:00:00.000,42,-0.44,0.0,60,6.77,527.78,1,0.0,1,0,115,0.27,8.98,24,6.12,4.38,0.07,0,1.34,23020,14.52,2,0.13,24,2,0,12.03,0,1022,0.69,763.78
2026-03-12 08:00:00.000,46,0.13,0.0,60,5.96,331.44,1,0.0,1,0,137,0.18,8.99,27,6.53,4.33,0.09,0,1.27,22020,11.99,2,0.1,21,1,0,11.1,0,1023,0.69,525.49
2026-03-12 09:00:00.000,51,0.59,0.0,60,5.16,121.37,1,0.0,1,0,160,0.1,8.8,31,6.61,4.21,0.1,0,1.2,20020,8.15,10,0.05,18,0,0,10.14,0,1023,0.68,248.4
2026-03-12 10:00:00.000,55,1.04,0.0,23,4.6,8.56,1,0.0,0,0,156,0.06,8.39,35,6.41,4.04,0.09,6,1.17,17040,5.81,10,0.01,14,0,6,9.39,0,1024,0.65,37.62
2026-03-12 11:00:00.000,59,1.47,0.0,0,4.28,0.0,4,0.0,0,0,153,0.05,7.43,41,6.86,3.84,0.06,15,1.14,16500,5.0,11,0.01,10,0,15,8.86,0,1024,0.61,0.0
2026-03-12 12:00:00.000,62,1.71,0.0,0,3.91,0.0,4,0.0,0,0,151,0.04,7.05,44,7.19,3.68,0.04,23,1.14,16500,4.46,11,0.0,8,0,23,8.33,2,1025,0.58,0.0
2026-03-12 13:00:00.000,65,1.87,0.14,0,3.67,0.0,31,0.0,0,0,97,0.03,6.75,44,7.33,3.41,0.04,50,1.19,15500,4.18,25,0.0,6,0,25,7.87,4,1025,0.58,0.0
2026-03-12 14:00:00.000,68,2.02,0.29,0,3.47,0.0,31,0.0,0,0,79,0.03,6.2,43,7.66,3.13,0.04,50,1.26,14700,3.31,25,0.0,6,0,25,7.45,8,1025,0.6,0.0
2026-03-12 15:00:00.000,69,2.15,0.37,0,3.4,0.0,31,0.0,0,0,63,0.02,5.55,41,7.3,2.98,0.04,50,1.3,14300,2.37,25,0.0,8,0,28,7.25,9,1025,0.61,0.0
2026-03-12 16:00:00.000,70,2.18,0.29,0,3.34,0.0,31,0.0,0,0,74,0.02,5.29,41,7.44,2.98,0.04,50,1.29,14300,1.24,25,0.0,10,0,36,7.19,7,1025,0.61,0.0
2026-03-12 17:00:00.000,70,2.24,0.15,0,3.29,0.0,31,0.0,0,0,80,0.02,5.3,38,8.27,3.09,0.03,50,1.24,13490,0.63,25,0.0,14,0,46,7.21,3,1025,0.62,0.0
2026-03-12 18:00:00.000,70,2.3,0.0,0,3.25,0.0,7,0.0,0,0,92,0.02,5.65,33,8.0,3.26,0.03,54,1.25,13700,0.68,27,0.0,18,0,54,7.28,0,1026,0.64,0.0
2026-03-12 19:00:00.000,70,2.29,0.0,0,3.01,0.0,7,0.0,0,0,81,0.03,6.24,28,7.9,3.7,0.04,58,1.37,15900,2.92,19,0.0,20,0,58,7.34,0,1026,0.68,0.0
2026-03-12 20:00:00.000,69,2.1,0.0,0,2.61,0.0,7,0.0,0,0,67,0.03,6.98,24,8.57,4.23,0.05,61,1.54,17700,6.83,19,0.01,23,0,61,7.36,0,1026,0.75,0.0
2026-03-12 21:00:00.000,68,1.88,0.0,0,2.25,0.0,7,0.0,0,0,69,0.04,7.9,21,9.59,4.68,0.05,62,1.66,18240,7.17,19,0.03,25,0,62,7.34,0,1027,0.83,0.0
2026-03-12 22:00:00.000,64,1.51,0.0,9,2.26,7.44,7,0.0,1,0,85,0.06,8.49,19,11.42,5.05,0.06,63,1.66,18440,6.36,19,0.03,24,0,63,7.68,0,1027,0.95,44.71
2026-03-12 23:00:00.000,60,1.1,0.0,19,2.53,82.43,7,0.0,1,0,105,0.09,9.71,15,11.93,5.4,0.07,64,1.61,18240,9.6,26,0.05,23,0,64,8.26,0,1028,1.09,262.63
2026-03-13 00:00:00.000,56,0.65,0.0,19,2.83,224.73,7,0.0,1,0,123,0.14,11.05,12,12.53,5.79,0.07,63,1.57,20830,11.73,26,0.08,23,0,63,8.91,0,1029,1.21,538.97
2026-03-13 01:00:00.000,53,0.25,0.0,19,2.9,388.53,7,0.0,1,0,122,0.19,11.51,11,12.31,6.07,0.07,63,1.55,19040,13.75,26,0.12,24,1,63,9.24,0,1028,1.27,775.82
2026-03-13 02:00:00.000,51,-0.03,0.0,19,2.83,545.87,7,0.0,1,0,122,0.24,12.08,11,13.27,6.33,0.05,63,1.53,20830,15.05,18,0.14,27,2,63,9.4,0,1028,1.31,957.07
2026-03-13 03:00:00.000,51,-0.19,0.33,20,3.18,676.98,31,0.0,1,0,122,0.28,12.55,12,13.79,6.53,0.04,61,1.52,20830,15.72,25,0.15,28,4,61,9.38,0,1028,1.36,1070.37
2026-03-13 04:00:00.000,51,-0.29,0.33,23,2.86,658.99,31,0.0,1,0,121,0.28,12.33,16,14.63,6.7,0.04,57,1.52,19630,11.67,25,0.12,23,5,57,9.26,0,1028,1.44,1108.01
2026-03-13 05:00:00.000,51,-0.27,0.49,26,2.49,630.1,31,0.0,1,0,119,0.26,12.31,21,14.7,6.83,0.04,52,1.52,19830,15.22,25,0.12,16,5,52,9.11,0,1028,1.53,1067.44
2026-03-13 06:00:00.000,52,-0.34,0.33,28,2.06,567.64,31,0.0,1,0,102,0.24,12.0,26,15.51,6.81,0.03,50,1.53,18420,14.13,25,0.13,12,4,48,8.93,0,1027,1.58,951.45
2026-03-13 07:00:00.000,53,-0.39,0.0,29,1.77,451.83,7,0.0,1,0,92,0.2,11.58,30,15.84,6.52,0.02,47,1.55,16630,12.32,18,0.11,11,2,47,8.52,0,1028,1.56,767.95
2026-03-13 08:00:00.000,55,-0.51,0.0,29,1.39,294.32,7,0.0,1,0,72,0.15,11.18,34,17.02,6.1,0.01,47,1.58,16630,9.78,17,0.08,12,1,47,7.87,0,1028,1.5,529.48
2026-03-13 09:00:00.000,57,-0.74,0.0,30,0.94,113.36,7,0.0,1,0,62,0.09,10.0,37,17.82,5.62,0.0,45,1.58,16420,6.37,9,0.05,14,0,45,7.11,0,1028,1.43,252.3
2026-03-13 10:00:00.000,58,-0.96,0.0,15,0.54,8.34,4,0.0,0,0,63,0.06,8.5,40,18.37,5.22,0.0,38,1.53,16240,4.07,1,0.01,14,0,38,6.47,0,1029,1.36,39.57
2026-03-13 11:00:00.000,60,-1.05,0.0,0,0.31,0.0,4,0.0,0,0,61,0.05,7.16,41,18.53,4.88,0.0,29,1.44,15680,3.38,0,0.01,14,0,29,6.01,0,1029,1.28,0.0
2026-03-13 12:00:00.000,61,-1.19,0.0,0,0.23,0.0,4,0.0,0,0,56,0.04,6.22,42,18.57,4.54,0.0,21,1.36,14890,2.68,0,0.0,14,0,21,5.71,0,1029,1.21,0.0
2026-03-13 13:00:00.000,61,-1.25,0.0,0,0.19,0.0,4,0.0,0,0,49,0.04,5.92,40,18.6,4.26,0.0,13,1.29,13490,1.7,0,0.0,14,0,13,5.49,0,1029,1.15,0.0
2026-03-13 14:00:00.000,63,-1.2,0.0,0,0.15,0.0,1,0.0,0,0,45,0.04,5.61,37,18.37,4.01,0.0,7,1.24,13070,1.46,0,0.0,14,0,7,5.26,0,1029,1.09,0.0
2026-03-13 15:00:00.000,63,-1.09,0.0,0,0.28,0.0,1,0.0,0,0,45,0.03,5.31,36,18.16,3.83,0.0,2,1.21,12870,3.14,0,0.0,14,0,2,5.25,0,1029,1.03,0.0
2026-03-13 16:00:00.000,63,-0.95,0.0,0,0.53,0.0,1,0.0,0,0,42,0.03,4.9,38,17.96,3.65,0.0,0,1.21,12880,5.1,0,0.01,13,0,0,5.36,0,1029,0.97,0.0
2026-03-13 17:00:00.000,63,-0.69,0.0,0,0.88,0.0,1,0.0,0,0,39,0.03,4.54,40,17.46,3.57,0.0,0,1.23,12490,-0.07,0,0.0,12,0,0,5.61,0,1029,0.92,0.0
2026-03-13 18:00:00.000,64,-0.33,0.0,0,1.22,0.0,1,0.0,0,0,41,0.03,4.32,39,16.28,3.5,0.0,0,1.21,12480,-1.43,0,0.0,12,0,0,5.84,0,1028,0.87,0.0
2026-03-13 19:00:00.000,65,0.07,0.0,0,1.54,0.0,1,0.0,0,0,41,0.03,4.24,39,16.3,3.44,0.0,0,1.1,11690,-1.14,0,0.0,12,0,0,6.06,0,1028,0.82,0.0
2026-03-13 20:00:00.000,66,0.39,0.0,0,1.84,0.0,1,0.0,0,0,33,0.03,4.15,34,16.76,3.36,0.0,0,0.95,10680,-1.29,0,0.0,14,0,0,6.25,0,1028,0.78,0.0
2026-03-13 21:00:00.000,66,0.64,0.0,0,2.21,0.0,1,0.0,0,0,23,0.03,4.11,31,18.23,3.28,0.0,0,0.89,11250,4.82,0,0.0,17,0,0,6.53,0,1028,0.78,0.0
2026-03-13 22:00:00.000,63,0.73,0.0,29,2.93,7.95,1,0.0,1,0,15,0.05,4.18,32,18.33,3.31,0.0,0,1.01,11620,6.22,0,0.0,20,0,0,7.25,0,1029,0.84,48.03
