time,relativehumidity,dewpointtemperature,precipitation,sunshinetime,felttemperature,ghi_backwards,pictocode,snowfraction,isdaylight,highclouds,cape,referenceevapotranspiration_fao,gust,winddirection,liftedindex,windspeed,precipitation_spread,totalcloudcover,windspeed_spread,visibility,skintemperature,precipitation_probability,evapotranspiration,totalcloudcover_spread,uvindex,lowclouds,temperature,midclouds,sealevelpressure,temperature_spread,extraterrestrialradiation_backwards
2026-03-19 03:00:00.000,55,3.22,0.0,24,9.7,459.63,9,0.0,1,100,5,0.25,4.0,6,16.7,0.86,1.01,55,2.84,24100,14.45,30,0.02,41,4,11,11.88,55,1018,2.51,1101.88
2026-03-19 04:00:00.000,54,3.32,0.0,0,9.91,315.23,22,0.0,1,100,5,0.18,4.13,6,16.42,1.0,1.01,100,2.98,24100,14.9,30,0.02,41,5,11,12.17,100,1018,2.83,1137.24
2026-03-19 05:00:00.000,53,3.4,0.0,0,10.32,290.55,22,0.0,1,100,5,0.18,4.28,5,16.16,1.04,1.0,100,3.12,24100,15.44,31,0.02,41,5,10,12.59,100,1017,3.14,1094.55
2026-03-19 06:00:00.000,52,3.49,0.0,0,10.67,256.12,22,0.0,1,100,5,0.16,4.4,7,15.9,0.96,0.99,100,3.2,24100,15.7,31,0.02,41,4,10,12.86,100,1017,3.3,976.75
2026-03-19 07:00:00.000,53,3.59,0.0,0,10.71,203.72,22,0.0,1,100,4,0.13,4.49,16,15.64,0.77,0.96,100,3.19,24100,15.4,29,0.02,40,2,10,12.76,100,1017,3.22,791.88
2026-03-19 08:00:00.000,55,3.7,0.0,0,10.46,130.45,22,0.0,1,100,4,0.08,4.56,35,15.4,0.57,0.92,100,3.12,24100,14.65,28,0.02,39,1,10,12.34,100,1017,3.0,552.57
2026-03-19 09:00:00.000,58,3.78,0.0,0,10.0,48.42,22,0.0,1,100,4,0.04,4.6,59,15.2,0.39,0.89,100,3.05,24100,13.71,26,0.02,39,0,0,11.74,100,1018,2.75,275.14
2026-03-19 10:00:00.000,61,3.84,0.0,0,9.33,4.45,22,0.0,0,100,3,0.02,4.64,111,15.05,0.31,0.85,100,2.99,24100,12.61,25,0.02,38,0,0,11.0,100,1018,2.48,51.08
2026-03-19 11:00:00.000,64,3.84,0.0,0,8.34,-0.72,22,0.0,0,100,4,0.0,4.66,135,14.95,0.52,0.82,100,2.92,24100,11.4,24,0.02,38,0,0,10.16,100,1018,2.2,0.0
2026-03-19 12:00:00.000,67,3.8,0.0,0,7.49,0.0,22,0.0,0,100,4,0.0,4.6,138,14.9,0.68,0.78,100,2.83,24100,10.38,23,0.02,38,0,0,9.43,100,1019,2.0,0.0
2026-03-19 13:00:00.000,70,3.7,0.0,0,6.91,0.0,22,0.0,0,100,3,0.0,4.41,131,14.93,0.66,0.73,100,2.7,24100,9.64,23,0.01,37,0,0,8.86,100,1018,1.96,0.0
2026-03-19 14:00:00.000,71,3.58,0.0,0,6.56,0.0,22,0.0,0,100,3,0.0,4.14,126,15.01,0.49,0.67,100,2.54,24100,9.11,24,0.01,37,0,0,8.41,100,1018,2.01,0.0
2026-03-19 15:00:00.000,72,3.46,0.0,0,6.33,0.0,9,0.0,0,100,3,0.0,3.9,116,15.1,0.37,0.63,72,2.41,24100,8.77,24,0.01,37,0,0,8.12,72,1018,2.07,0.0
2026-03-19 16:00:00.000,72,3.36,0.0,0,6.22,0.0,6,0.0,0,100,3,0.0,3.7,105,15.19,0.33,0.59,30,2.31,24100,8.63,25,0.01,37,0,0,8.0,29,1018,2.13,0.0
2026-03-19 17:00:00.000,72,3.32,0.0,0,6.24,0.0,3,0.0,0,100,3,0.0,3.52,98,15.28,0.31,0.56,30,2.24,24100,8.68,26,0.01,38,0,0,8.02,0,1018,2.21,0.0
2026-03-19 18:00:00.000,71,3.33,0.0,0,6.43,0.0,3,0.0,0,100,3,0.0,3.4,87,15.3,0.3,0.55,30,2.19,24100,8.94,27,0.01,39,0,0,8.19,0,1018,2.24,0.0
2026-03-19 19:00:00.000,70,3.36,0.0,0,6.72,0.0,3,0.0,0,100,2,0.0,3.35,78,15.22,0.32,0.57,30,2.19,24100,9.41,27,0.01,39,0,0,8.5,0,1018,2.19,0.0
2026-03-19 20:00:00.000,68,3.38,0.0,0,7.07,0.0,3,0.0,0,94,1,0.0,3.35,77,15.07,0.36,0.61,28,2.22,24100,9.99,27,0.01,40,0,0,8.86,0,1018,2.1,0.0
2026-03-19 21:00:00.000,66,3.37,0.0,0,7.49,-1.4,3,0.0,1,56,1,0.0,3.4,87,14.9,0.32,0.65,16,2.27,24100,10.63,28,0.01,42,0,0,9.26,0,1018,2.02,0.0
2026-03-19 22:00:00.000,64,3.33,0.0,35,8.02,8.08,2,0.0,1,18,0,0.02,3.5,102,14.72,0.22,0.69,5,2.34,24100,11.35,28,0.01,43,0,0,9.72,0,1018,1.94,68.0
2026-03-19 23:00:00.000,61,3.23,0.0,60,8.7,104.63,1,0.0,1,0,0,0.05,3.64,166,14.52,0.08,0.74,0,2.44,24100,12.23,28,0.01,44,0,0,10.33,0,1019,1.88,308.34
2026-03-20 00:00:00.000,58,3.22,0.0,60,9.49,262.97,1,0.0,1,0,1,0.13,3.8,19,14.3,0.12,0.76,0,2.55,24100,13.34,29,0.01,45,0,0,11.14,0,1019,1.89,582.97
2026-03-20 01:00:00.000,56,3.06,0.0,60,9.46,433.17,1,0.0,1,0,1,0.22,3.99,7,14.04,0.41,0.75,0,2.66,24100,13.89,30,0.01,44,1,0,11.35,0,1019,2.03,817.63
2026-03-20 02:00:00.000,55,2.95,0.0,60,9.61,568.46,1,0.0,1,0,1,0.29,4.21,0,13.77,0.72,0.72,0,2.78,24100,14.51,30,0.01,44,2,0,11.62,0,1018,2.25,996.34
2026-03-20 03:00:00.000,54,2.91,0.0,60,10.11,642.58,1,0.0,1,0,2,0.33,4.4,359,13.5,0.96,0.69,0,2.9,24100,15.01,31,0.01,44,3,0,11.82,0,1018,2.46,1106.94
2026-03-20 04:00:00.000,53,2.94,0.0,60,10.47,657.76,1,0.0,1,0,2,0.34,4.59,0,13.26,1.1,0.66,0,3.04,24100,15.63,32,0.01,43,4,0,12.19,0,1018,2.67,1141.9
2026-03-20 05:00:00.000,51,3.0,0.0,60,10.73,622.78,1,0.0,1,0,4,0.32,4.76,359,13.02,1.13,0.64,0,3.18,24100,16.33,33,0.02,43,4,0,12.68,0,1017,2.87,1098.86
2026-03-20 06:00:00.000,50,3.07,0.0,60,10.67,550.8,1,0.0,1,0,5,0.29,4.8,1,12.8,1.05,0.64,0,3.2,24100,16.65,33,0.02,43,3,0,13.0,0,1017,2.99,980.77
2026-03-20 07:00:00.000,51,3.15,0.0,60,10.7,434.22,1,0.0,1,0,5,0.23,4.65,8,12.59,0.85,0.67,0,3.04,24100,16.25,32,0.02,42,2,0,12.89,0,1017,2.98,795.7
2026-03-20 08:00:00.000,53,3.24,0.0,53,10.42,263.9,4,0.0,1,0,5,0.13,4.37,20,12.39,0.61,0.72,10,2.76,24100,15.3,31,0.01,42,1,0,12.43,10,1018,2.89,556.28
2026-03-20 09:00:00.000,56,3.32,0.0,52,9.96,101.05,4,0.0,1,0,5,0.05,4.1,38,12.2,0.38,0.77,11,2.48,24100,14.15,29,0.01,42,0,0,11.78,11,1018,2.78,278.86
2026-03-20 10:00:00.000,59,3.43,0.0,27,9.31,10.47,4,0.0,0,0,5,0.01,3.86,97,12.04,0.21,0.83,11,2.24,24100,12.83,28,0.01,41,0,0,10.99,11,1018,2.65,52.96
2026-03-20 11:00:00.000,63,3.5,0.0,0,8.26,-0.72,4,0.0,0,0,5,0.0,3.61,134,11.9,0.45,0.9,10,2.01,24100,11.39,27,0.01,41,0,0,10.1,10,1018,2.51,0.0
2026-03-20 12:00:00.000,66,3.49,0.0,0,7.33,0.0,4,0.0,0,0,5,0.0,3.4,138,11.7,0.68,0.95,10,1.84,24100,10.18,26,0.01,42,0,0,9.33,10,1019,2.4,0.0
2026-03-20 13:00:00.000,69,3.39,0.0,0,6.67,0.0,4,0.0,0,0,4,0.0,3.23,135,11.4,0.74,0.96,10,1.74,24100,9.32,25,0.01,41,0,0,8.73,10,1019,2.36,0.0
2026-03-20 14:00:00.000,70,3.26,0.0,0,6.23,0.0,4,0.0,0,0,3,0.0,3.1,136,11.04,0.68,0.95,10,1.69,24100,8.72,24,0.01,41,0,0,8.28,10,1018,2.35,0.0
2026-03-20 15:00:00.000,71,3.13,0.0,0,5.95,0.0,1,0.0,0,0,3,0.0,3.0,137,10.7,0.64,0.94,0,1.7,24100,8.34,24,0.0,42,0,0,7.98,0,1018,2.34,0.0
2026-03-20 16:00:00.000,71,3.03,0.0,0,5.8,0.0,1,0.0,0,0,2,0.0,2.94,137,10.39,0.64,0.93,0,1.77,24100,8.17,23,0.0,42,0,0,7.86,0,1018,2.33,0.0
2026-03-20 17:00:00.000,71,2.98,0.0,0,5.81,0.0,1,0.0,0,0,2,0.0,2.91,140,10.09,0.65,0.91,0,1.89,24100,8.22,23,0.0,42,0,0,7.89,0,1018,2.32,0.0
2026-03-20 18:00:00.000,70,3.05,0.0,0,6.05,0.0,1,0.0,0,0,2,0.0,2.9,140,9.9,0.63,0.89,0,1.98,24100,8.52,23,0.0,43,0,0,8.1,0,1018,2.28,0.0
2026-03-20 19:00:00.000,69,3.19,0.0,0,6.49,0.0,2,0.0,0,18,1,0.0,2.88,135,9.88,0.59,0.84,5,2.01,24100,9.09,23,0.0,43,0,0,8.48,0,1018,2.2,0.0
2026-03-20 20:00:00.000,68,3.38,0.0,0,7.0,0.0,3,0.0,0,66,1,0.0,2.87,129,9.96,0.58,0.79,20,2.02,24100,9.81,22,0.0,43,0,0,8.95,0,1018,2.08,0.0
2026-03-20 21:00:00.000,66,3.54,0.0,0,7.53,-1.4,3,0.0,1,100,2,0.0,2.9,132,10.0,0.57,0.73,30,2.05,24100,10.58,22,0.0,43,0,0,9.44,0,1019,1.99,0.0
2026-03-20 22:00:00.000,64,3.67,0.0,26,8.15,7.62,3,0.0,1,100,2,0.02,2.97,143,10.04,0.52,0.68,30,2.13,24100,11.43,22,0.0,43,0,0,10.0,0,1019,1.9,71.33
2026-03-20 23:00:00.000,62,3.74,0.0,40,8.92,92.87,3,0.0,1,100,2,0.05,3.08,164,10.05,0.43,0.62,30,2.23,24100,12.44,22,0.0,43,0,0,10.7,0,1019,1.83,314.84
2026-03-21 00:00:00.000,59,3.87,0.0,40,9.96,227.85,3,0.0,1,100,3,0.12,3.2,143,9.8,0.23,0.57,30,2.33,24100,13.61,22,0.0,43,0,0,11.57,0,1019,1.84,589.16
2026-03-21 01:00:00.000,57,3.79,0.0,40,10.16,374.59,3,0.0,1,100,2,0.19,3.33,51,9.11,0.23,0.53,30,2.43,24100,14.11,23,0.0,42,1,0,11.79,0,1019,1.97,823.45
2026-03-21 02:00:00.000,56,3.75,0.0,40,10.18,489.11,3,0.0,1,100,2,0.26,3.46,20,8.17,0.53,0.5,30,2.53,24100,14.63,23,0.01,42,3,0,12.02,0,1019,2.18,1001.76
2026-03-21 03:00:00.000,56,3.76,0.0,40,10.17,547.61,3,0.0,1,100,2,0.29,3.6,14,7.3,0.78,0.47,30,2.62,24100,15.01,24,0.01,42,4,0,12.19,0,1019,2.38,1111.94
2026-03-21 04:00:00.000,55,3.87,0.0,47,10.66,587.88,3,0.0,1,66,1,0.31,3.76,13,6.51,0.92,0.46,20,2.73,24100,15.51,25,0.01,41,5,0,12.52,0,1018,2.57,1146.5
2026-03-21 05:00:00.000,54,4.0,0.0,56,11.19,598.32,2,0.0,1,18,2,0.32,3.93,11,5.78,0.95,0.45,5,2.83,24100,16.08,25,0.01,41,5,0,12.97,0,1018,2.75,1103.1
2026-03-21 06:00:00.000,53,4.12,0.0,60,11.24,540.87,1,0.0,1,0,2,0.29,4.0,15,5.4,0.88,0.45,0,2.83,24100,16.31,26,0.01,41,4,0,13.25,0,1018,2.84,984.73
2026-03-21 07:00:00.000,54,4.19,0.0,60,11.22,424.28,1,0.0,1,0,1,0.22,3.93,27,5.51,0.76,0.46,0,2.68,24100,15.9,25,0.01,40,2,0,13.13,0,1018,2.78,799.46
2026-03-21 08:00:00.000,56,4.25,0.0,60,10.84,271.51,1,0.0,1,0,1,0.14,3.77,48,5.97,0.66,0.48,0,2.43,24100,14.99,24,0.01,40,1,0,12.68,0,1019,2.62,559.95
2026-03-21 09:00:00.000,59,4.3,0.0,60,10.28,104.8,1,0.0,1,0,1,0.05,3.6,69,6.6,0.57,0.49,0,2.19,24100,13.88,23,0.01,40,0,0,12.04,0,1019,2.44,282.55
2026-03-21 10:00:00.000,62,4.39,0.0,32,9.57,11.08,1,0.0,0,0,1,0.02,3.43,101,7.35,0.5,0.52,0,1.98,24100,12.61,22,0.01,40,0,0,11.26,0,1019,2.25,54.84
2026-03-21 11:00:00.000,66,4.45,0.0,0,8.59,-0.72,1,0.0,0,0,1,0.0,3.26,122,8.27,0.66,0.54,0,1.78,24100,11.23,21,0.01,40,0,0,10.39,0,1019,2.05,0.0
2026-03-21 12:00:00.000,69,4.4,0.0,0,7.71,0.0,1,0.0,0,0,2,0.0,3.1,128,9.3,0.83,0.54,0,1.63,24100,10.07,20,0.01,41,0,0,9.63,0,1020,1.9,0.0
2026-03-21 13:00:00.000,71,4.23,0.0,0,7.06,0.0,1,0.0,0,0,2,0.0,2.98,122,10.47,0.85,0.48,0,1.54,24100,9.24,18,0.01,41,0,0,9.04,0,1020,1.84,0.0
2026-03-21 14:00:00.000,72,4.01,0.0,0,6.64,0.0,1,0.0,0,0,1,0.0,2.88,118,11.75,0.75,0.39,0,1.5,24100,8.66,17,0.0,41,0,0,8.59,0,1019,1.84,0.0
2026-03-21 15:00:00.000,73,3.82,0.0,0,6.36,0.0,1,0.0,0,0,2,0.0,2.8,112,13.0,0.69,0.31,0,1.5,24100,8.3,16,0.0,41,0,0,8.3,0,1019,1.85,0.0
2026-03-21 16:00:00.000,73,3.73,0.0,0,6.25,0.0,1,0.0,0,0,2,0.0,2.74,110,14.25,0.67,0.24,0,1.55,24100,8.15,16,0.0,41,0,0,8.19,0,1019,1.86,0.0
2026-03-21 17:00:00.000,73,3.71,0.0,0,6.3,0.0,1,0.0,0,0,2,0.0,2.7,110,15.46,0.65,0.18,0,1.63,24100,8.21,15,0.0,41,0,0,8.23,0,1019,1.89,0.0
2026-03-21 18:00:00.000,72,3.78,0.0,0,6.54,0.0,1,0.0,0,0,3,0.0,2.7,107,16.4,0.63,0.18,0,1.72,24100,8.51,16,0.0,41,0,0,8.45,0,1019,1.9,0.0
2026-03-21 19:00:00.000,71,3.87,0.0,0,6.93,0.0,1,0.0,0,0,2,0.0,2.77,100,16.92,0.65,0.27,0,1.79,24100,9.05,16,0.0,40,0,0,8.83,0,1019,1.87,0.0
2026-03-21 20:00:00.000,69,3.99,0.0,0,7.37,0.0,2,0.0,0,10,2,0.0,2.88,95,17.17,0.71,0.42,3,1.86,24100,9.72,17,0.0,40,0,0,9.29,0,1019,1.83,0.0
2026-03-21 21:00:00.000,67,4.1,0.0,0,7.89,-1.4,2,0.0,1,11,2,0.0,3.0,96,17.3,0.73,0.57,3,1.94,24100,10.47,19,0.0,40,0,0,9.8,0,1020,1.8,0.0
2026-03-21 22:00:00.000,65,4.21,0.0,39,8.53,11.53,2,0.0,1,11,1,0.02,3.14,98,17.38,0.69,0.72,3,2.06,24100,11.31,20,0.0,40,0,0,10.39,0,1020,1.78,74.65
2026-03-21 23:00:00.000,62,4.28,0.0,57,9.37,120.62,2,0.0,1,10,1,0.06,3.29,98,17.34,0.57,0.88,3,2.18,24100,12.32,22,0.0,40,0,0,11.14,0,1020,1.79,321.32
2026-03-22 00:00:00.000,59,4.41,0.0,57,10.36,294.06,2,0.0,1,10,2,0.15,3.4,80,17.2,0.65,0.99,3,2.3,24100,13.58,23,0.0,41,0,0,12.15,0,1020,1.87,595.32
2026-03-22 01:00:00.000,56,4.32,0.0,58,10.76,477.78,2,0.0,1,10,1,0.24,3.46,63,16.9,0.74,1.02,3,2.4,24100,14.3,24,0.01,41,1,0,12.64,0,1020,2.08,829.23
2026-03-22 02:00:00.000,54,4.24,0.0,58,11.78,624.69,2,0.0,1,10,1,0.33,3.49,48,16.48,0.81,0.99,3,2.48,24100,15.1,25,0.01,41,2,0,13.24,0,1019,2.38,1007.12
2026-03-22 03:00:00.000,52,4.18,0.0,60,12.83,717.99,1,0.0,1,0,2,0.38,3.5,41,16.1,0.89,0.95,0,2.56,24100,15.78,25,0.01,42,3,0,13.76,0,1019,2.66,1116.86
2026-03-22 04:00:00.000,50,4.15,0.0,60,13.58,737.66,1,0.0,1,0,2,0.4,3.52,43,15.74,0.94,0.91,0,2.66,24100,16.58,26,0.01,42,3,0,14.43,0,1019,2.93,1151.01
2026-03-22 05:00:00.000,47,4.09,0.0,60,14.13,701.36,1,0.0,1,0,3,0.39,3.53,48,15.42,0.91,0.84,0,2.75,24100,17.44,27,0.01,42,3,0,15.2,0,1018,3.19,1107.26
2026-03-22 06:00:00.000,45,4.06,0.0,60,14.12,621.97,1,0.0,1,0,4,0.35,3.5,58,15.3,0.86,0.79,0,2.76,24100,17.88,27,0.02,43,3,0,15.67,0,1018,3.33,988.59
2026-03-22 07:00:00.000,46,4.12,0.0,60,13.55,491.54,1,0.0,1,0,4,0.27,3.42,72,15.48,0.82,0.74,0,2.64,24100,17.54,26,0.02,42,2,0,15.52,0,1018,3.29,803.13
2026-03-22 08:00:00.000,48,4.26,0.0,60,12.96,317.77,1,0.0,1,0,4,0.17,3.3,88,15.86,0.81,0.7,0,2.44,24100,16.6,24,0.01,41,1,0,14.9,0,1019,3.14,563.53
2026-03-22 09:00:00.000,52,4.4,0.0,60,12.19,125.27,1,0.0,1,0,4,0.07,3.2,105,16.3,0.76,0.67,0,2.26,24100,15.45,23,0.01,41,0,0,14.07,0,1019,2.97,286.16
2026-03-22 10:00:00.000,56,4.55,0.0,33,11.24,13.82,1,0.0,0,0,4,0.02,3.12,128,16.8,0.75,0.65,0,2.12,24100,14.12,21,0.01,40,0,0,13.08,0,1019,2.78,56.67
2026-03-22 11:00:00.000,60,4.64,0.0,0,10.06,-0.72,1,0.0,0,0,4,0.0,3.05,141,17.36,0.88,0.63,0,2.0,24100,12.66,19,0.01,39,0,0,11.96,0,1020,2.57,0.0
2026-03-22 12:00:00.000,64,4.67,0.0,0,9.05,0.0,1,0.0,0,0,5,0.0,3.0,145,17.8,0.98,0.62,0,1.91,24100,11.44,18,0.01,39,0,0,11.02,0,1020,2.4,0.0
2026-03-22 13:00:00.000,67,4.64,0.0,0,8.39,0.0,1,0.0,0,0,4,0.0,2.98,143,18.06,0.94,0.63,0,1.88,24100,10.6,18,0.0,38,0,0,10.34,0,1020,2.31,0.0
2026-03-22 14:00:00.000,69,4.62,0.0,0,8.0,0.0,1,0.0,0,0,3,0.0,2.98,143,18.2,0.8,0.66,0,1.88,24100,10.04,18,0.0,38,0,0,9.86,0,1019,2.28,0.0
2026-03-22 15:00:00.000,71,4.63,0.0,0,7.76,0.0,1,0.0,0,0,3,0.0,3.0,142,18.3,0.71,0.7,0,1.91,24100,9.68,18,0.0,38,0,0,9.55,0,1019,2.25,0.0
2026-03-22 16:00:00.000,72,4.73,0.0,0,7.65,0.0,1,0.0,0,0,2,0.0,3.05,140,18.39,0.71,0.75,0,1.97,24077,9.52,19,0.0,38,0,0,9.42,0,1019,2.23,0.0
2026-03-22 17:00:00.000,73,4.92,0.0,0,7.69,0.0,1,0.0,0,0,2,0.0,3.12,141,18.44,0.75,0.8,0,2.07,24055,9.57,19,0.0,38,0,0,9.45,0,1019,2.22,0.0
2026-03-22 18:00:00.000,73,5.14,0.0,0,7.93,0.0,1,0.0,0,0,3,0.0,3.2,139,18.4,0.77,0.84,0,2.14,24100,9.84,21,0.0,39,0,0,9.66,0,1018,2.21,0.0
2026-03-22 19:00:00.000,72,5.31,0.0,0,8.32,0.0,1,0.0,0,0,2,0.0,3.29,135,18.23,0.79,0.87,0,2.17,24300,10.34,22,0.0,39,0,0,10.02,0,1018,2.18,0.0
2026-03-22 20:00:00.000,71,5.45,0.0,0,8.75,0.0,1,0.0,0,0,2,0.0,3.38,132,17.98,0.84,0.89,0,2.18,24566,10.96,23,0.0,38,0,0,10.46,0,1018,2.16,0.0
2026-03-22 21:00:00.000,69,5.6,0.0,0,9.21,-1.4,1,0.0,1,0,3,0.0,3.5,137,17.7,0.93,0.9,0,2.2,24700,11.63,25,0.0,39,0,0,10.94,0,1019,2.15,0.0
2026-03-22 22:00:00.000,67,5.79,0.0,37,9.73,11.74,5,0.0,1,10,3,0.03,3.64,147,17.43,1.03,0.91,10,2.24,24735,12.38,26,0.0,39,0,10,11.5,0,1019,2.15,77.98
2026-03-22 23:00:00.000,65,5.97,0.0,53,10.4,111.48,5,0.0,1,10,4,0.07,3.8,159,17.13,1.12,0.93,10,2.3,24637,13.27,28,0.0,40,0,10,12.2,0,1019,2.18,327.79
2026-03-23 00:00:00.000,63,6.25,0.0,60,11.4,269.39,1,0.0,1,0,5,0.14,4.0,156,16.8,1.08,0.92,0,2.41,24100,14.3,29,0.0,41,0,0,13.1,0,1019,2.27,601.46
